species,term,mean,median,sd
195773-POP-TRE,(Intercept),-0.0224859601335832,-0.0217575552379543,0.031702441550518
195773-POP-TRE,canopy_statusTRUE,0.39580312143663,0.394754830995269,0.0137373138236707
195773-POP-TRE,dbh,0.475026914774509,0.475351518425913,0.00939006873410132
195773-POP-TRE,I(dbh^2),-0.133091928738178,-0.133027261369761,0.00425211857090223
195773-POP-TRE,annual_mean_temperature,0.307809927528127,0.308762232270546,0.0154672166925603
195773-POP-TRE,I(annual_mean_temperature^2),-0.0692425654138058,-0.0690182714861447,0.00804975824242484
195773-POP-TRE,annual_precipitation,-0.0876248943645124,-0.0876054298417959,0.013607808240842
195773-POP-TRE,I(annual_precipitation^2),-0.0425230676589839,-0.0429862677073997,0.00965449562788277
195773-POP-TRE,canopy_statusTRUE:annual_mean_temperature,-0.0796060707759524,-0.0795134324526592,0.00930333574292411
195773-POP-TRE,canopy_statusTRUE:I(annual_mean_temperature^2),0.00463970420076236,0.00483974015872777,0.00700199831855281
195773-POP-TRE,canopy_statusTRUE:annual_precipitation,0.0860108000647205,0.0859069629191713,0.00943876210819233
195773-POP-TRE,canopy_statusTRUE:I(annual_precipitation^2),0.0236852813988226,0.0238203429261498,0.00779183534194668
195773-POP-TRE,dbh:annual_mean_temperature,-0.15375798457595,-0.153635094250857,0.00629560728644973
195773-POP-TRE,dbh:I(annual_mean_temperature^2),0.0238757387808132,0.0239392786596467,0.00515171488334378
195773-POP-TRE,dbh:annual_precipitation,0.0618655453122827,0.0616823508682344,0.00587253273014879
195773-POP-TRE,dbh:I(annual_precipitation^2),-0.0340910377123109,-0.0343033842326955,0.00482858516751144
195773-POP-TRE,I(dbh^2):annual_mean_temperature,0.0371230704524661,0.0370398190664651,0.00281452230318219
195773-POP-TRE,I(dbh^2):I(annual_mean_temperature^2),-0.0071439668121797,-0.00710354410660562,0.00215856778453362
195773-POP-TRE,I(dbh^2):annual_precipitation,0.00178504683419274,0.00185193550534122,0.00277823254018466
195773-POP-TRE,I(dbh^2):I(annual_precipitation^2),0.00984769258618776,0.00968819316611817,0.00202624157420288
183385-PIN-STR,(Intercept),-0.0178209728362851,-0.0184914165425364,0.0367040445371801
183385-PIN-STR,canopy_statusTRUE,0.412308418028298,0.411126841134216,0.0208568178910519
183385-PIN-STR,dbh,0.378857711909331,0.378620183946789,0.0128322992637088
183385-PIN-STR,I(dbh^2),-0.0954606494272319,-0.0955178439905072,0.00498816248521696
183385-PIN-STR,annual_mean_temperature,0.0269532133653587,0.0273549602859105,0.0238837983162298
183385-PIN-STR,I(annual_mean_temperature^2),0.023743053579577,0.0232700573801494,0.0122760099663863
183385-PIN-STR,annual_precipitation,-0.0430631781025577,-0.0424255381758785,0.0169564401290228
183385-PIN-STR,I(annual_precipitation^2),0.00701399678412172,0.00762978786365641,0.0089726537474197
183385-PIN-STR,canopy_statusTRUE:annual_mean_temperature,-0.0945076908586863,-0.0954131181850942,0.0197383462470132
183385-PIN-STR,canopy_statusTRUE:I(annual_mean_temperature^2),0.0155029419630107,0.0156528475232861,0.0121136940925615
183385-PIN-STR,canopy_statusTRUE:annual_precipitation,0.0368779129922522,0.0359731331799459,0.0166227828340118
183385-PIN-STR,canopy_statusTRUE:I(annual_precipitation^2),-0.0359650261916026,-0.0364786103960964,0.0125736664229992
183385-PIN-STR,dbh:annual_mean_temperature,0.0795187324382153,0.0799903861673877,0.0118337823438414
183385-PIN-STR,dbh:I(annual_mean_temperature^2),0.00146275677281973,0.00159332878611688,0.00693748555650338
183385-PIN-STR,dbh:annual_precipitation,-0.0165483049111354,-0.0157867573794855,0.0101419450986859
183385-PIN-STR,dbh:I(annual_precipitation^2),-0.00415589463480775,-0.00412436789664,0.0068351128921082
183385-PIN-STR,I(dbh^2):annual_mean_temperature,-0.00854848593177177,-0.00890390674391318,0.00500059766622371
183385-PIN-STR,I(dbh^2):I(annual_mean_temperature^2),-0.00449976240796179,-0.00457507796424875,0.00284879537210071
183385-PIN-STR,I(dbh^2):annual_precipitation,0.00841495084056348,0.00841999792229593,0.00443436907911983
183385-PIN-STR,I(dbh^2):I(annual_precipitation^2),0.00244862128491414,0.00240830593448628,0.00277501527552348
18032-ABI-BAL,(Intercept),0.113109856242849,0.112154030529516,0.0413790408999107
18032-ABI-BAL,canopy_statusTRUE,0.235754944254784,0.235769860908761,0.00649295685966322
18032-ABI-BAL,dbh,0.356906104465198,0.356901272575356,0.00386296187736399
18032-ABI-BAL,I(dbh^2),-0.0643064571508046,-0.0642899978254217,0.0015444791683217
18032-ABI-BAL,annual_mean_temperature,0.218277319240634,0.218043423625672,0.008185441700866
18032-ABI-BAL,I(annual_mean_temperature^2),-0.0723355426623501,-0.0722809885508317,0.00492522492988031
18032-ABI-BAL,annual_precipitation,-0.0416001206108255,-0.0414454775322552,0.00691939537286199
18032-ABI-BAL,I(annual_precipitation^2),0.00551528497232557,0.00548372907315211,0.00355896062635014
18032-ABI-BAL,canopy_statusTRUE:annual_mean_temperature,-0.0208775548631703,-0.0207141613746059,0.00516046214048801
18032-ABI-BAL,canopy_statusTRUE:I(annual_mean_temperature^2),-0.0275743257276284,-0.0273136530780064,0.00404516565656145
18032-ABI-BAL,canopy_statusTRUE:annual_precipitation,0.0318127379102018,0.0318423026332993,0.00516868666621635
18032-ABI-BAL,canopy_statusTRUE:I(annual_precipitation^2),0.0059560985096273,0.00594947136198985,0.00285501979556812
18032-ABI-BAL,dbh:annual_mean_temperature,0.0274882010608185,0.0273084521375621,0.00270876735993812
18032-ABI-BAL,dbh:I(annual_mean_temperature^2),-0.0328148650145844,-0.0328292488950402,0.00188676921813339
18032-ABI-BAL,dbh:annual_precipitation,0.0391868946989077,0.0391449676596092,0.00263685336406465
18032-ABI-BAL,dbh:I(annual_precipitation^2),-0.00847699043765498,-0.00855191875849264,0.00146032394281924
18032-ABI-BAL,I(dbh^2):annual_mean_temperature,-0.0158058149823151,-0.0157410362134335,0.00129789925514747
18032-ABI-BAL,I(dbh^2):I(annual_mean_temperature^2),-0.0040256312341136,-0.00399706505691323,0.00089525597105159
18032-ABI-BAL,I(dbh^2):annual_precipitation,-0.00168145429244938,-0.00165057731331412,0.00110135117503046
18032-ABI-BAL,I(dbh^2):I(annual_precipitation^2),-0.000531720348891479,-0.000573336548332494,0.000635805919907857
505490-THU-OCC,(Intercept),0.117945888436908,0.118003467613234,0.0321890032126674
505490-THU-OCC,canopy_statusTRUE,0.129467719135467,0.128601443734195,0.0190093501462759
505490-THU-OCC,dbh,0.246525067153846,0.245567594377801,0.0103963289678187
505490-THU-OCC,I(dbh^2),-0.0624698036418244,-0.0624130453267725,0.00397461440104338
505490-THU-OCC,annual_mean_temperature,-0.0911124731834642,-0.0911289833795534,0.0165439028424613
505490-THU-OCC,I(annual_mean_temperature^2),0.0288888403196354,0.0283359367307198,0.010564483302532
505490-THU-OCC,annual_precipitation,-0.00464851414264598,-0.00452715776063573,0.0147663737596833
505490-THU-OCC,I(annual_precipitation^2),-0.0500101135591046,-0.0500380785922111,0.012267877285343
505490-THU-OCC,canopy_statusTRUE:annual_mean_temperature,-0.0669626398318242,-0.0669189481896132,0.0122607376091165
505490-THU-OCC,canopy_statusTRUE:I(annual_mean_temperature^2),-0.0202102007526221,-0.0197396653587357,0.0100563731936774
505490-THU-OCC,canopy_statusTRUE:annual_precipitation,0.132143851944419,0.132058467100218,0.0102642029906263
505490-THU-OCC,canopy_statusTRUE:I(annual_precipitation^2),-0.00141501056613445,-0.0013048634616802,0.0110395637536322
505490-THU-OCC,dbh:annual_mean_temperature,0.055192921252854,0.0551114004482218,0.00662186035598444
505490-THU-OCC,dbh:I(annual_mean_temperature^2),0.00346685207167057,0.00319842867783137,0.0052787017405424
505490-THU-OCC,dbh:annual_precipitation,0.0115869323079568,0.0114211089545438,0.00656031685332205
505490-THU-OCC,dbh:I(annual_precipitation^2),-0.00867716571934665,-0.00873486557821166,0.00590195734684486
505490-THU-OCC,I(dbh^2):annual_mean_temperature,-0.00452150847994732,-0.00441595511705244,0.00279706740368581
505490-THU-OCC,I(dbh^2):I(annual_mean_temperature^2),0.000639660055062778,0.000686918256071937,0.00212146752067601
505490-THU-OCC,I(dbh^2):annual_precipitation,-0.0215653223446903,-0.0214646606920172,0.00278945380637456
505490-THU-OCC,I(dbh^2):I(annual_precipitation^2),0.00644157995108069,0.00643249785745537,0.0025272446102043
183302-PIC-MAR,(Intercept),0.0553303344002311,0.0574317874181628,0.0298012947584943
183302-PIC-MAR,canopy_statusTRUE,0.264637510993917,0.264276920449342,0.0103857218973349
183302-PIC-MAR,dbh,0.0979104568136223,0.0978058525352432,0.00408057094171735
183302-PIC-MAR,I(dbh^2),-0.0222693608987811,-0.0222414967449196,0.00189685390731492
183302-PIC-MAR,annual_mean_temperature,0.423092472138675,0.422470595539703,0.0147218825579611
183302-PIC-MAR,I(annual_mean_temperature^2),-0.136971757324414,-0.136566831385804,0.0114235454531902
183302-PIC-MAR,annual_precipitation,-0.110790517295002,-0.110654979288142,0.00989390400744128
183302-PIC-MAR,I(annual_precipitation^2),0.00844732063233379,0.00816438743087387,0.00611936260880885
183302-PIC-MAR,canopy_statusTRUE:annual_mean_temperature,-0.0426389067831541,-0.042218931785993,0.011429057638473
183302-PIC-MAR,canopy_statusTRUE:I(annual_mean_temperature^2),0.0268324638283766,0.0267806255134934,0.00920936579270279
183302-PIC-MAR,canopy_statusTRUE:annual_precipitation,0.154872582848738,0.154801775047961,0.00633372615588001
183302-PIC-MAR,canopy_statusTRUE:I(annual_precipitation^2),0.01651370990012,0.0166734611381156,0.00430480937535182
183302-PIC-MAR,dbh:annual_mean_temperature,0.0736093652501986,0.0737087609525285,0.0025143624373132
183302-PIC-MAR,dbh:I(annual_mean_temperature^2),-0.0634494139748835,-0.063387817063757,0.00251186672350653
183302-PIC-MAR,dbh:annual_precipitation,-0.00493533321901897,-0.00474899043212006,0.00234471630774358
183302-PIC-MAR,dbh:I(annual_precipitation^2),0.00887916203530594,0.00886610479022584,0.00151543765116906
183302-PIC-MAR,I(dbh^2):annual_mean_temperature,0.0027614637633398,0.0028311149580892,0.00132495511727122
183302-PIC-MAR,I(dbh^2):I(annual_mean_temperature^2),0.0136294476469479,0.0136254953793192,0.00119264213312856
183302-PIC-MAR,I(dbh^2):annual_precipitation,0.00520400253994852,0.00528201011914436,0.00104780897971193
183302-PIC-MAR,I(dbh^2):I(annual_precipitation^2),-0.00937507407278324,-0.00933665571660616,0.000685191028504391
18034-PIC-RUB,(Intercept),-0.0268466506564068,-0.02568934121225,0.0513287658716425
18034-PIC-RUB,canopy_statusTRUE,0.332721881805527,0.333531029559989,0.0140443696161053
18034-PIC-RUB,dbh,0.297763936783039,0.298056002520491,0.008250709439752
18034-PIC-RUB,I(dbh^2),-0.0528966193212594,-0.0529017687568672,0.002911656240971
18034-PIC-RUB,annual_mean_temperature,0.0090728869423903,0.00907631943642991,0.0157152974042813
18034-PIC-RUB,I(annual_mean_temperature^2),0.0162781220448278,0.0163938966859466,0.00766105338915788
18034-PIC-RUB,annual_precipitation,-0.0980545417055857,-0.098974852401773,0.0157145537795382
18034-PIC-RUB,I(annual_precipitation^2),0.019702271631138,0.0199314065566171,0.00698832851563648
18034-PIC-RUB,canopy_statusTRUE:annual_mean_temperature,-0.0305464267507223,-0.0297777355493987,0.0115475999154529
18034-PIC-RUB,canopy_statusTRUE:I(annual_mean_temperature^2),-0.0179416200421923,-0.0181115336723504,0.00654606711603047
18034-PIC-RUB,canopy_statusTRUE:annual_precipitation,0.0054815519182554,0.00544375864267476,0.0118810975469467
18034-PIC-RUB,canopy_statusTRUE:I(annual_precipitation^2),-0.0026782966321799,-0.00298381705276914,0.00632147863737234
18034-PIC-RUB,dbh:annual_mean_temperature,-0.0172091329752799,-0.0169570413897176,0.00697932295216625
18034-PIC-RUB,dbh:I(annual_mean_temperature^2),0.00179345520668848,0.00169834440584261,0.00399751935525569
18034-PIC-RUB,dbh:annual_precipitation,0.0384439221963681,0.0383751888858074,0.00687373656921829
18034-PIC-RUB,dbh:I(annual_precipitation^2),-0.00835811089916802,-0.00835781543343584,0.00349079896244999
18034-PIC-RUB,I(dbh^2):annual_mean_temperature,0.00655441131923199,0.00650109529593277,0.00284381864306902
18034-PIC-RUB,I(dbh^2):I(annual_mean_temperature^2),-0.00303376844484258,-0.00296199173846162,0.00145937321607141
18034-PIC-RUB,I(dbh^2):annual_precipitation,-0.000870934049076272,-0.00101507109585727,0.00294847775927593
18034-PIC-RUB,I(dbh^2):I(annual_precipitation^2),-0.000423855263218528,-0.000448773496075299,0.000997141219027406
183319-PIN-BAN,(Intercept),-0.251047975836622,-0.252010933083356,0.0704142242777979
183319-PIN-BAN,canopy_statusTRUE,0.267310803145398,0.266617685824134,0.0154853933209164
183319-PIN-BAN,dbh,0.531404766701203,0.531600292474824,0.0116803838327498
183319-PIN-BAN,I(dbh^2),-0.121829581484021,-0.121806474843452,0.00440389443852648
183319-PIN-BAN,annual_mean_temperature,0.404660425366037,0.404108897134051,0.028011654774482
183319-PIN-BAN,I(annual_mean_temperature^2),-0.0263563419528907,-0.026251722220036,0.0128932488748619
183319-PIN-BAN,annual_precipitation,-0.231684322037911,-0.233376179386679,0.02770412088988
183319-PIN-BAN,I(annual_precipitation^2),0.0803706130492517,0.0805866319754905,0.0237953117508861
183319-PIN-BAN,canopy_statusTRUE:annual_mean_temperature,0.0228564414773264,0.0222353490899156,0.0159937313562962
183319-PIN-BAN,canopy_statusTRUE:I(annual_mean_temperature^2),-0.0188352815368943,-0.0188744045256223,0.00902977531478368
183319-PIN-BAN,canopy_statusTRUE:annual_precipitation,0.127323329490809,0.126990739425404,0.0113511477681263
183319-PIN-BAN,canopy_statusTRUE:I(annual_precipitation^2),0.018670128104166,0.0190835161191585,0.00955939584265048
183319-PIN-BAN,dbh:annual_mean_temperature,-0.0103794410474166,-0.0106724083142441,0.00773955666800653
183319-PIN-BAN,dbh:I(annual_mean_temperature^2),-0.0734985528243712,-0.0733038892164535,0.00502217407539147
183319-PIN-BAN,dbh:annual_precipitation,-0.0728736223766283,-0.0725229908842468,0.00860399180411998
183319-PIN-BAN,dbh:I(annual_precipitation^2),0.0397015077575349,0.0398511896709532,0.00647069038886855
183319-PIN-BAN,I(dbh^2):annual_mean_temperature,0.00152860446677551,0.00153006519233218,0.00402103735812547
183319-PIN-BAN,I(dbh^2):I(annual_mean_temperature^2),0.0170158178000517,0.0169752481603055,0.00220211013634346
183319-PIN-BAN,I(dbh^2):annual_precipitation,0.0398652874908616,0.0399517649959021,0.00295427519575386
183319-PIN-BAN,I(dbh^2):I(annual_precipitation^2),-0.000509212291603516,-0.000545648952319657,0.00262681913902608
